Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL
Apoidea,ALLO-SWI-356,Europe,Switzerland,LC,Zurich,Wadi r5,47.3769,8.5417,NA,27/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_lucorum,Male,0.06938,0.031179,0.038201,4.156,NA
Apoidea,ALLO-SWI-635,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1592,0.05856,0.10064,4.782,NA
Apoidea,ALLO-SWI-639,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1696,0.05856,0.11104,4.89,NA
Apoidea,ALLO-SWI-639,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1696,0.05856,0.11104,4.89,NA
Apoidea,ALLO-SWI-640,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.1216,0.05856,0.06304,3.931,NA
Apoidea,ALLO-SWI-326,Europe,Switzerland,LC,Zurich,berg r5,47.3769,8.5417,NA,25/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Male,0.06588,0.031179,0.034701,3.638,NA
Apoidea,ALLO-SWI-358,Europe,Switzerland,LC,Zurich,Wadi r2,47.3769,8.5417,NA,22/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_pascuorum,Female,0.04528,0.031179,0.014101,2.965,NA
Apoidea,ALLO-SWI-328,Europe,Switzerland,LC,Zurich,Buch str r3,47.3769,8.5417,NA,8/7/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.07513,0.047707,0.027423,3.591,NA
Apoidea,ALLO-SWI-334,Europe,Switzerland,LC,Zurich,Wadi r2,47.3769,8.5417,NA,22/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.05147,0.031179,0.020291,3.37,NA
Apoidea,ALLO-SWI-637,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.1348,0.05856,0.07624,4.962,NA
Apoidea,ALLO-SWI-638,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.1224,0.055147,0.067253,3.652,NA
Apoidea,ALLO-SWI-539,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.0894,0.047243,0.042157,3.685,NA
Apoidea,ALLO-SWI-542,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.0863,0.047243,0.039057,3.475,NA
Apoidea,ALLO-SWI-585,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus_pratorum,Female,0.0782,0.047243,0.030957,3.395,NA
Apoidea,ALLO-SWI-538,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1459,0.047707,0.098193,4.703,NA
Apoidea,ALLO-SWI-550,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1457,0.047707,0.097993,5.015,NA
Apoidea,ALLO-SWI-538,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1459,0.05856,0.08734,4.703,NA
Apoidea,ALLO-SWI-550,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1457,0.05856,0.08714,5.015,NA
Apoidea,ALLO-SWI-588,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1394,0.05856,0.08084,4.79,NA
Apoidea,ALLO-SWI-592,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1005,0.01451,0.08599,4.497,NA
Apoidea,ALLO-SWI-688,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.1271,0.05856,0.06854,4.682,NA
Apoidea,ALLO-SWI-601,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus_sylvarum,Female,0.114,0.05856,0.05544,4.078,NA
Apoidea,ALLO-SWI-42,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_sylvestris,Female,0.1538,0.05856,0.09524,4.527,NA
Apoidea,ALLO-SWI-76,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_sylvestris,Female,0.152,0.05856,0.09344,4.604,NA
Apoidea,ALLO-SWI-65,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_sylvestris,Female,0.1438,0.05856,0.08524,4.388,NA
Apoidea,ALLO-SWI-86,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_sylvestris,Female,0.1262,0.05856,0.06764,4.31,NA
Apoidea,ALLO-SWI-330,Europe,Switzerland,LC,Zurich,Schinz r4,47.3769,8.5417,NA,30/7/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_terrestris,Male,0.11934,0.05856,0.06078,4.3349,NA
Apoidea,ALLO-SWI-351,Europe,Switzerland,LC,Zurich,MZ B1,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_terrestris,Female,0.08719,0.047707,0.039483,3.531,NA
Apoidea,ALLO-SWI-322,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_terrestris,Male,0.08575,0.047707,0.038043,3.892,NA
Apoidea,ALLO-SWI-353,Europe,Switzerland,LC,Zurich,Berg r5,47.3769,8.5417,NA,25/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_terrestris,Male,0.06817,0.031179,0.036991,3.387,NA
Apoidea,ALLO-SWI-349,Europe,Switzerland,LC,Zurich,Wohl r4,47.3769,8.5417,NA,3/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus_terrestris,Female,0.08304,0.047707,0.035333,3.442,NA
Apoidea,ALLO-SWI-373,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_vestalis,Male,0.11834,0.05856,0.05978,3.846,NA
Apoidea,ALLO-SWI-372,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_vestalis,Male,0.09321,0.047707,0.045503,3.623,NA
Apoidea,ALLO-SWI-374,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus_vestalis,Male,0.08789,0.047707,0.040183,3.88,NA
Apoidea,ALLO-SWI-333,Europe,Switzerland,LC,Zurich,Motsch r3,47.3769,8.5417,NA,9/7/16,NA,NA,Apidae,Xylocopinae,Ceratinini,Ceratina,Euceratina,Ceratina_cyanea,Female,0.02495,0.021706,0.003244,1.285,NA
Apoidea,ALLO-SWI-540,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Xylocopinae,Ceratinini,Ceratina,Euceratina,Ceratina_cyanea,Male,0.0175,0.01451,0.00299,1.205,NA
Apoidea,ALLO-SWI-686,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Megachilidae,Megachilinae,Osmiini,Chelostoma,Chelostoma,Chelostoma_florisomne,Male,0.0302,0.014513,0.015687,1.647,NA
Apoidea,ALLO-SWI-689,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Megachilidae,Megachilinae,Osmiini,Chelostoma,Chelostoma,Chelostoma_florisomne,Female,0.0437,0.031179,0.012521,1.524,NA
Apoidea,ALLO-SWI-324,Europe,Switzerland,LC,Zurich,Wadi r4,47.3769,8.5417,NA,28/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Chelostoma,Chelostoma,Chelostoma_rapunculi,Female,0.02764,0.021706,0.005934,1.629,NA
Apoidea,ALLO-SWI-332,Europe,Switzerland,LC,Zurich,Buch Str r3,47.3769,8.5417,NA,8/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Chelostoma,Chelostoma,Chelostoma_rapunculi,Male,0.02662,0.021706,0.004914,1.54,NA
Apoidea,ALLO-SWI-276,Europe,Switzerland,LC,Zurich,Seegrab r4,47.3769,8.5417,NA,29/7/16,NA,NA,Colletidae,Colletinae,Colletini,Colletes,Colletes,Colletes_similis,Female,0.04235,0.031179,0.011171,2.858,NA
Apoidea,ALLO-SWI-297,Europe,Switzerland,LC,Zurich,Suberg r5,47.3769,8.5417,NA,24/8/16,NA,NA,Colletidae,Colletinae,Colletini,Colletes,Colletes,Colletes_similis,Male,0.02977,0.021706,0.008064,1.881,NA
Apoidea,ALLO-SWI-305,Europe,Switzerland,LC,Zurich,Wohl r5,47.3769,8.5417,NA,9/7/16,NA,NA,Colletidae,Colletinae,Colletini,Colletes,Colletes,Colletes_similis,Male,0.02786,0.021706,0.006154,2.054,NA
Apoidea,ALLO-SWI-298,Europe,Switzerland,LC,Zurich,Buch Gr r2,47.3769,8.5417,NA,20/6/16,NA,NA,Apidae,Apinae,Eucerini,Eucera,Eucera,Eucera_longicornis,Male,0.04908,0.031179,0.017901,3.073,NA
Apoidea,ALLO-SWI-34,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Eucerini,Eucera,Eucera,Eucera_nigrescens,Male,0.0703,0.047707,0.022593,3.149,NA
Apoidea,ALLO-SWI-102,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Eucerini,Eucera,Eucera,Eucera_nigrescens,Male,0.0616,0.047707,0.013893,2.881,NA
Apoidea,ALLO-SWI-598,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Tytthalictus,Halictus_maculatus,Female,0.0268,0.01451,0.01229,1.495,NA
Apoidea,ALLO-SWI-544,Europe,Switzerland,LC,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Tytthalictus,Halictus_maculatus,Female,0.026,0.01451,0.01149,1.424,NA
Apoidea,ALLO-SWI-274,Europe,Switzerland,LC,Zurich,Buch Str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Protohalictus,Halictus_rubicundus,Female,0.03351,0.031179,0.002331,2.037,NA
Apoidea,ALLO-SWI-318,Europe,Switzerland,LC,Zurich,Wohl,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Hexataenites,Halictus_scabiosae,Female,0.06261,0.047707,0.014903,2.561,NA
Apoidea,ALLO-SWI-340,Europe,Switzerland,LC,Zurich,Leng r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Hexataenites,Halictus_scabiosae,Female,0.04493,0.031179,0.013751,2.422,NA
Apoidea,ALLO-SWI-269,Europe,Switzerland,LC,Zurich,Leng r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Hexataenites,Halictus_scabiosae,Female,0.03969,0.031179,0.008511,2.368,NA
Apoidea,ALLO-SWI-367,Europe,Switzerland,LC,Zurich,Wohl r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Hexataenites,Halictus_scabiosae,Male,0.05137,0.047707,0.003663,2.205,NA
Apoidea,ALLO-SWI-309,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Monilapis,Halictus_simplex,Female,0.05411,0.047707,0.006403,2.205,NA
Apoidea,ALLO-SWI-320,Europe,Switzerland,LC,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Monilapis,Halictus_simplex,Female,0.05266,0.047707,0.004953,2.059,NA
Apoidea,ALLO-SWI-308,Europe,Switzerland,LC,Zurich,Suberg r2,47.3769,8.5417,NA,23/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Monilapis,Halictus_simplex,Female,0.03525,0.031179,0.004071,2.113,NA
Apoidea,ALLO-SWI-370,Europe,Switzerland,LC,Zurich,Motsch r2,47.3769,8.5417,NA,23/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Monilapis,Halictus_simplex,Female,0.05144,0.047707,0.003733,2.004,NA
Apoidea,ALLO-SWI-301,Europe,Switzerland,LC,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Monilapis,Halictus_simplex,Female,0.03392,0.031179,0.002741,1.882,NA
Apoidea,ALLO-SWI-303,Europe,Switzerland,LC,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_subauratus,Female,0.02906,0.021706,0.007354,1.749,NA
Apoidea,ALLO-SWI-278,Europe,Switzerland,LC,Zurich,Suberg r2,47.3769,8.5417,NA,23/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_subauratus,Female,0.02872,0.021706,0.007014,1.711,NA
Apoidea,ALLO-SWI-344,Europe,Switzerland,LC,Zurich,Suberg r5,47.3769,8.5417,NA,24/8/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_subauratus,Male,0.02489,0.021706,0.003184,1.265,NA
Apoidea,ALLO-SWI-300,Europe,Switzerland,LC,Zurich,Zeining r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_tumulorum,Female,0.02832,0.021706,0.006614,1.463,NA
Apoidea,ALLO-SWI-296,Europe,Switzerland,LC,Zurich,Hiniwl r5,47.3769,8.5417,NA,25/8/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_tumulorum,Female,0.02831,0.021706,0.006604,1.394,NA
Apoidea,ALLO-SWI-272,Europe,Switzerland,LC,Zurich,Berg r1,47.3769,8.5417,NA,6/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_tumulorum,Female,0.02807,0.021706,0.006364,1.486,NA
Apoidea,ALLO-SWI-273,Europe,Switzerland,LC,Zurich,Seon r3,47.3769,8.5417,NA,7/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_tumulorum,Female,0.02486,0.021706,0.003154,1.37,NA
Apoidea,ALLO-SWI-264,Europe,Switzerland,LC,Zurich,Wadi,47.3769,8.5417,NA,28/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,Seladonia,Halictus_tumulorum,Female,0.02451,0.021706,0.002804,1.223,NA
Apoidea,ALLO-SWI-350,Europe,Switzerland,LC,Zurich,Suberg r3,47.3769,8.5417,NA,9/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Heriades,Heriades,Heriades_truncorum,Female,0.02686,0.021706,0.005154,1.673,NA
Apoidea,ALLO-SWI-355,Europe,Switzerland,LC,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Heriades,Heriades,Heriades_truncorum,Female,0.02625,0.021706,0.004544,1.401,NA
Apoidea,ALLO-SWI-359,Europe,Switzerland,LC,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Heriades,Heriades,Heriades_truncorum,Female,0.02619,0.021706,0.004484,1.51,NA
Apoidea,ALLO-SWI-354,Europe,Switzerland,LC,Zurich,Suberg r3,47.3769,8.5417,NA,9/7/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Heriades,Heriades,Heriades_truncorum,Male,0.02488,0.021706,0.003174,1.377,NA
Apoidea,ALLO-SWI-347,Europe,Switzerland,LC,Zurich,Suberg r2,47.3769,8.5417,NA,23/6/16,NA,NA,Megachilidae,Megachilinae,Osmiini,Heriades,Heriades,Heriades_truncorum,Male,0.02465,0.021706,0.002944,1.331,NA
Apoidea,ALLO-SWI-280,Europe,Switzerland,LC,Zurich,Seegrab r3,47.3769,8.5417,NA,8/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.04696,0.031179,0.015781,1.71,NA
Apoidea,ALLO-SWI-277,Europe,Switzerland,LC,Zurich,MZ A2,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.04678,0.031179,0.015601,1.773,NA
Apoidea,ALLO-SWI-268,Europe,Switzerland,LC,Zurich,Gossau r5,47.3769,8.5417,NA,25/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Male,0.03112,0.021706,0.009414,1.75,NA
Apoidea,ALLO-SWI-304,Europe,Switzerland,LC,Zurich,Buch str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.03046,0.021706,0.008754,1.911,NA
Apoidea,ALLO-SWI-396,Europe,Switzerland,LC,Zurich,Wohl,47.3769,8.5417,NA,24/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Male,0.02923,0.021706,0.007524,1.703,NA
Apoidea,ALLO-SWI-371,Europe,Switzerland,LC,Zurich,Buch Str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02909,0.021706,0.007384,1.703,NA
Apoidea,ALLO-SWI-281,Europe,Switzerland,LC,Zurich,Zetzwil r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02832,0.021706,0.006614,1.688,NA
Apoidea,ALLO-SWI-279,Europe,Switzerland,LC,Zurich,Seon r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02698,0.021706,0.005274,1.496,NA
Apoidea,ALLO-SWI-415,Europe,Switzerland,LC,Zurich,Suberg,47.3769,8.5417,NA,24/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Male,0.02655,0.021706,0.004844,1.533,NA
Apoidea,ALLO-SWI-284,Europe,Switzerland,LC,Zurich,Seon r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02609,0.021706,0.004384,1.425,NA
Apoidea,ALLO-SWI-317,Europe,Switzerland,LC,Zurich,Seon r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02576,0.021706,0.004054,1.378,NA
Apoidea,ALLO-SWI-282,Europe,Switzerland,LC,Zurich,Suberg r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02563,0.021706,0.003924,1.377,NA
Apoidea,ALLO-SWI-267,Europe,Switzerland,LC,Zurich,Suberg r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02542,0.021706,0.003714,1.409,NA
Apoidea,ALLO-SWI-299,Europe,Switzerland,LC,Zurich,Suberg r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.02444,0.021706,0.002734,1.239,NA
Apoidea,ALLO-SWI-293,Europe,Switzerland,LC,Zurich,Buch Str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_calceatum,Female,0.03371,0.031179,0.002531,1.826,NA
Apoidea,ALLO-SWI-391,Europe,Switzerland,LC,Zurich,Buch Str r5,47.3769,8.5417,NA,25/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_fulvicorne,Female,0.02752,0.021706,0.005814,1.27,NA
Apoidea,ALLO-SWI-346,Europe,Switzerland,LC,Zurich,Hinwil r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_fulvicorne,Female,0.02702,0.021706,0.005314,1.525,NA
Apoidea,ALLO-SWI-319,Europe,Switzerland,LC,Zurich,Seegrab r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_fulvicorne,Female,0.02671,0.021706,0.005004,1.432,NA
Apoidea,ALLO-SWI-414,Europe,Switzerland,LC,Zurich,Mandch,47.3769,8.5417,NA,6/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_interruptum,Female,0.0274,0.021706,0.005694,1.534,NA
Apoidea,ALLO-SWI-416,Europe,Switzerland,LC,Zurich,Mandch,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_interruptum,Female,0.02704,0.021706,0.005334,1.487,NA
Apoidea,ALLO-SWI-418,Europe,Switzerland,LC,Zurich,Mandch,47.3769,8.5417,NA,6/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_interruptum,Female,0.02632,0.021706,0.004614,1.447,NA
Apoidea,ALLO-SWI-421,Europe,Switzerland,LC,Zurich,Mandch,47.3769,8.5417,NA,6/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_interruptum,Female,0.02594,0.021706,0.004234,1.3,NA
Apoidea,ALLO-SWI-417,Europe,Switzerland,LC,Zurich,MZ A2,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_interruptum,Female,0.02489,0.021706,0.003184,1.44,NA
Apoidea,ALLO-SWI-265,Europe,Switzerland,LC,Zurich,Berg,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_laticeps,Female,0.04389,0.031179,0.012711,1.37,NA
Apoidea,ALLO-SWI-394,Europe,Switzerland,LC,Zurich,Seegrab r2,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_laticeps,Female,0.0393,0.031179,0.008121,1.355,NA
Apoidea,ALLO-SWI-393,Europe,Switzerland,LC,Zurich,MZ B1,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_laticeps,Female,0.02476,0.021706,0.003054,1.325,NA
Apoidea,ALLO-SWI-315,Europe,Switzerland,LC,Zurich,Seegrab,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_laticeps,Female,0.02464,0.021706,0.002934,1.278,NA
Apoidea,ALLO-SWI-291,Europe,Switzerland,LC,Zurich,Seegrab,47.3769,8.5417,NA,29/7/26,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_laticeps,Male,0.02347,0.021706,0.001764,1.176,NA
Apoidea,ALLO-SWI-266,Europe,Switzerland,LC,Zurich,Mandch r1,47.3769,8.5417,NA,6/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_lativentre,Female,0.02835,0.021706,0.006644,1.579,NA
Apoidea,ALLO-SWI-270,Europe,Switzerland,LC,Zurich,Zeining r1,47.3769,8.5417,NA,18/5/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_lativentre,Female,0.02742,0.021706,0.005714,1.656,NA
Apoidea,ALLO-SWI-295,Europe,Switzerland,LC,Zurich,Suberg r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_lativentre,Female,0.02507,0.021706,0.003364,1.378,NA
Apoidea,ALLO-SWI-395,Europe,Switzerland,LC,Zurich,Seegrab,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Leuchalictus,Lasioglossum_leucozonium,Male,0.02698,0.021706,0.005274,1.703,NA
Apoidea,ALLO-SWI-294,Europe,Switzerland,LC,Zurich,Suberg r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Leuchalictus,Lasioglossum_leucozonium,Male,0.02577,0.021706,0.004064,1.548,NA
Apoidea,ALLO-SWI-388,Europe,Switzerland,LC,Zurich,Schinz,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_malachurum,Female,0.02791,0.021706,0.006204,1.447,NA
